# Original file        :    
# Ephemeris file       :    
# Number of data points:    9849
# TIMDAYRF             :    1996-Jul-24 00:00:00.00
# TIMDAYRF (JD)        :    2450288.5
#
#         TIME               DATA             ERROR         X Position      Y Position      Z Position   
#          (s)            (Counts/s)       (Counts/s)          (Km)            (Km)            (Km)      
#
     50288.4840972223         0.800000         0.282843       -6872.654        1171.585        -293.823
     50288.4842129629         0.400000         0.200000       -6885.122        1097.161        -289.667
     50288.4843287035         0.700000         0.264575       -6896.782        1022.608        -285.477
     50288.4844444445         1.300000         0.360555       -6907.631         947.935        -281.254
     50288.4845601851         1.000000         0.316228       -6917.669         873.150        -276.997
     50288.4846759262         1.000000         0.316228       -6926.894         798.263        -272.708
     50288.4847916667         1.000000         0.316228       -6935.305         723.282        -268.386
     50288.4849074073         0.700000         0.264575       -6942.902         648.216        -264.034
     50288.4850231484         0.700000         0.264575       -6949.684         573.074        -259.649
     50288.4851388889         0.500000         0.250000       -6955.649         497.865        -255.235
     50288.4852546295         1.000000         0.316228       -6960.797         422.597        -250.790
     50288.4853703706         0.900000         0.300000       -6965.127         347.280        -246.316
     50288.4854861111         1.100000         0.331662       -6968.639         271.922        -241.813
     50288.4856018517         0.600000         0.244949       -6971.333         196.532        -237.281
     50288.4857175928         1.000000         0.316228       -6973.208         121.119        -232.722
     50288.4858333333         0.600000         0.244949       -6974.264          45.691        -228.134
     50288.4859490739         0.400000         0.200000       -6974.500         -29.741        -223.521
     50288.4860648150         1.000000         0.316228       -6973.918        -105.170        -218.880
     50288.4861805555         1.000000         0.316228       -6972.516        -180.587        -214.214
     50288.4862962961         0.500000         0.223607       -6970.295        -255.983        -209.523
     50288.4864120372         0.900000         0.300000       -6967.256        -331.348        -204.807
     50288.4865277777         1.400000         0.374166       -6963.398        -406.675        -200.067
     50288.4866435183         1.000000         0.316228       -6958.722        -481.954        -195.304
     50288.4867592594         0.900000         0.300000       -6953.229        -557.176        -190.517
     50288.4868749999         0.600000         0.244949       -6946.919        -632.333        -185.708
     50288.4869907405         1.100000         0.331662       -6939.793        -707.415        -180.878
     50288.4871064816         0.900000         0.300000       -6931.852        -782.414        -176.026
     50288.4872222221         1.000000         0.316228       -6923.097        -857.322        -171.153
     50288.4873379632         0.500000         0.223607       -6913.528        -932.128        -166.260
     50288.4874537038         0.900000         0.300000       -6903.148       -1006.826        -161.347
     50288.4875694443         0.800000         0.282843       -6891.957       -1081.405        -156.416
     50288.4876851854         0.600000         0.244949       -6879.956       -1155.856        -151.466
     50288.4878009260         0.700000         0.264575       -6867.147       -1230.173        -146.498
     50288.4879166665         0.900000         0.300000       -6853.531       -1304.344        -141.513
     50288.4880324076         0.600000         0.244949       -6839.110       -1378.363        -136.511
     50288.4881481482         0.700000         0.264575       -6823.886       -1452.219        -131.493
     50288.4882638888         0.300000         0.173205       -6807.860       -1525.905        -126.460
     50288.4883796298         0.700000         0.264575       -6791.035       -1599.411        -121.412
     50288.4884953704         0.600000         0.244949       -6773.412       -1672.730        -116.350
     50288.4886111110         1.200000         0.346410       -6754.993       -1745.852        -111.274
     50288.4887268520         1.000000         0.316228       -6735.780       -1818.769        -106.184
     50288.4888425926         0.900000         0.300000       -6715.777       -1891.473        -101.083
     50288.4889583332         0.900000         0.300000       -6694.984       -1963.954         -95.969
     50288.4890740742         0.600000         0.244949       -6673.405       -2036.205         -90.844
     50288.4891898148         0.800000         0.282843       -6651.042       -2108.216         -85.709
     50288.4893055554         0.500000         0.223607       -6627.897       -2179.980         -80.563
     50288.4894212964         1.300000         0.360555       -6603.974       -2251.487         -75.408
     50288.4895370370         0.500000         0.223607       -6579.275       -2322.730         -70.244
     50288.4896527776         0.400000         0.200000       -6553.803       -2393.700         -65.071
     50288.4897685186         1.100000         0.331662       -6527.561       -2464.389         -59.891
     50288.4898842592         1.000000         0.316228       -6500.552       -2534.789         -54.704
     50288.4900000002         0.600000         0.244949       -6472.780       -2604.890         -49.511
     50288.4901157408         1.000000         0.316228       -6444.246       -2674.686         -44.311
     50288.4902314814         1.000000         0.316228       -6414.956       -2744.167         -39.107
     50288.4903472224         0.900000         0.300000       -6384.912       -2813.326         -33.898
     50288.4904629630         0.500000         0.223607       -6354.118       -2882.155         -28.685
     50288.4905787036         0.600000         0.244949       -6322.577       -2950.644         -23.468
     50288.4906944446         0.700000         0.264575       -6290.293       -3018.787         -18.249
     50288.4908101852         0.800000         0.282843       -6257.270       -3086.576         -13.028
     50288.4909259258         1.100000         0.331662       -6223.511       -3154.001          -7.805
     50288.4910416668         0.600000         0.244949       -6189.022       -3221.056          -2.581
     50288.4911574074         0.700000         0.264575       -6153.805       -3287.733           2.643
     50288.4912731480         0.500000         0.223607       -6117.864       -3354.023           7.867
     50288.4913888890         0.400000         0.200000       -6081.205       -3419.919          13.090
     50288.4915046296         1.100000         0.331662       -6043.831       -3485.413          18.311
     50288.4916203702         1.200000         0.346410       -6005.747       -3550.497          23.530
     50288.4917361112         0.700000         0.264575       -5966.957       -3615.164          28.747
     50288.4918518518         0.900000         0.300000       -5927.466       -3679.407          33.960
     50288.4919675924         1.300000         0.360555       -5887.278       -3743.217          39.169
     50288.4920833334         0.800000         0.282843       -5846.397       -3806.587          44.373
     50288.4921990740         0.800000         0.282843       -5804.830       -3869.509          49.572
     50288.4923148146         0.800000         0.282843       -5762.581       -3931.977          54.766
     50288.4924305556         0.900000         0.300000       -5719.653       -3993.982          59.953
     50288.4925462962         0.500000         0.223607       -5676.054       -4055.518          65.132
     50288.4926620373         0.700000         0.264575       -5631.787       -4116.578          70.305
     50288.4927777778         0.800000         0.282843       -5586.859       -4177.153          75.468
     50288.4928935184         0.300000         0.173205       -5541.273       -4237.238          80.623
     50288.4930092595         0.200000         0.141421       -5495.036       -4296.824          85.769
     50288.4931250000         0.800000         0.282843       -5448.153       -4355.905          90.904
     50288.4932407406         1.200000         0.346410       -5400.629       -4414.474          96.029
     50288.4933564817         0.300000         0.173205       -5352.471       -4472.524         101.142
     50288.4934722222         0.600000         0.244949       -5303.683       -4530.048         106.243
     50288.4935879628         0.700000         0.264575       -5254.271       -4587.039         111.332
     50288.4937037039         0.800000         0.282843       -5204.241       -4643.492         116.408
     50288.4938194444         0.900000         0.300000       -5153.600       -4699.398         121.470
     50288.4939351850         0.600000         0.244949       -5102.352       -4754.751         126.517
     50288.4940509261         0.800000         0.282843       -5050.505       -4809.545         131.550
     50288.4941666666         0.900000         0.300000       -4998.063       -4863.774         136.567
     50288.4942824072         1.400000         0.374166       -4945.034       -4917.431         141.568
     50288.4943981483         0.200000         0.141421       -4891.423       -4970.509         146.553
     50288.4945138888         1.100000         0.331662       -4837.237       -5023.003         151.520
     50288.4946296294         0.900000         0.300000       -4782.481       -5074.906         156.469
     50288.4947453705         0.800000         0.282843       -4727.164       -5126.213         161.400
     50288.4948611110         0.900000         0.300000       -4671.290       -5176.916         166.312
     50288.4949768516         0.800000         0.282843       -4614.866       -5227.010         171.204
     50288.4950925927         0.700000         0.264575       -4557.900       -5276.490         176.076
     50288.4952083332         0.600000         0.244949       -4500.398       -5325.348         180.927
     50288.4953240743         0.100000         0.100000       -4442.366       -5373.581         185.757
     50288.4954398149         0.900000         0.300000       -4383.811       -5421.181         190.565
     50288.4955555554         0.400000         0.200000       -4324.741       -5468.143         195.350
     50288.4956712965         0.700000         0.264575       -4265.162       -5514.462         200.112
     50288.4957870371         0.600000         0.244949       -4205.081       -5560.132         204.851
     50288.4959027776         1.100000         0.331662       -4144.505       -5605.148         209.566
     50288.4960185187         0.600000         0.244949       -4083.442       -5649.504         214.255
     50288.4961342593         0.500000         0.223607       -4021.898       -5693.196         218.920
     50288.4962499999         0.700000         0.264575       -3959.880       -5736.217         223.559
     50288.4963657409         1.100000         0.331662       -3897.397       -5778.564         228.171
     50288.4964814815         0.700000         0.264575       -3834.455       -5820.230         232.756
     50288.4965972221         0.700000         0.264575       -3771.061       -5861.212         237.314
     50288.4967129631         1.100000         0.331662       -3707.224       -5901.504         241.844
     50288.4968287037         0.800000         0.282843       -3642.951       -5941.101         246.346
     50288.4969444443         0.400000         0.200000       -3578.248       -5979.998         250.818
     50288.4970601853         0.900000         0.300000       -3513.125       -6018.192         255.261
     50288.4971759259         0.500000         0.223607       -3447.587       -6055.678         259.673
     50288.4972916665         0.600000         0.244949       -3381.644       -6092.450         264.055
     50288.4974074075         0.700000         0.264575       -3315.303       -6128.506         268.406
     50288.4975231481         0.800000         0.282843       -3248.572       -6163.839         272.725
     50288.4976388887         0.800000         0.282843       -3181.458       -6198.448         277.012
     50288.4977546297         1.200000         0.346410       -3113.969       -6232.326         281.266
     50288.4978703703         0.500000         0.223607       -3046.114       -6265.470         285.487
     50288.4979861113         1.000000         0.316228       -2977.900       -6297.877         289.674
     50288.4981018519         1.200000         0.346410       -2909.336       -6329.542         293.827
     50288.4982175925         0.700000         0.264575       -2840.428       -6360.462         297.946
     50288.4983333335         1.300000         0.360555       -2771.187       -6390.633         302.029
     50288.4984490741         0.900000         0.300000       -2701.619       -6420.051         306.076
     50288.4985648147         0.600000         0.244949       -2631.732       -6448.713         310.088
     50288.4986805557         1.100000         0.331662       -2561.536       -6476.616         314.062
     50288.4987962963         1.400000         0.374166       -2491.038       -6503.755         318.000
     50288.4989120369         0.300000         0.173205       -2420.247       -6530.129         321.900
     50288.4990277779         0.900000         0.300000       -2349.170       -6555.733         325.762
     50288.4991435185         0.600000         0.244949       -2277.817       -6580.565         329.586
     50288.4992592591         0.500000         0.223607       -2206.196       -6604.622         333.370
     50288.4993750001         0.700000         0.264575       -2134.314       -6627.901         337.116
     50288.4994907407         0.600000         0.244949       -2062.181       -6650.399         340.821
     50288.4996064813         0.900000         0.300000       -1989.805       -6672.113         344.486
     50288.4997222223         0.800000         0.282843       -1917.195       -6693.041         348.111
     50288.4998379629         1.500000         0.387298       -1844.359       -6713.181         351.694
     50288.4999537035         0.400000         0.200000       -1771.305       -6732.529         355.236
     50288.5000694445         0.700000         0.264575       -1698.043       -6751.085         358.735
     50288.5001851851         1.200000         0.346410       -1624.580       -6768.844         362.193
     50288.5003009262         0.300000         0.173205       -1550.926       -6785.806         365.607
     50288.5004166667         0.100000         0.100000       -1477.090       -6801.968         368.979
     50288.5005324073         0.800000         0.282843       -1403.079       -6817.328         372.307
     50288.5006481484         0.800000         0.282843       -1328.903       -6831.885         375.590
     50288.5007638889         1.000000         0.316228       -1254.570       -6845.636         378.830
     50288.5008796295         0.300000         0.173205       -1180.089       -6858.581         382.024
     50288.5009953706         0.400000         0.200000       -1105.469       -6870.717         385.174
     50288.5011111111         0.800000         0.282843       -1030.719       -6882.043         388.278
     50288.5012268517         0.900000         0.300000        -955.847       -6892.557         391.336
     50288.5013425928         0.500000         0.223607        -880.863       -6902.259         394.347
     50288.5014583333         0.500000         0.223607        -805.775       -6911.147         397.312
     50288.5015740739         0.800000         0.282843        -730.591       -6919.220         400.230
     50288.5016898150         0.900000         0.300000        -655.322       -6926.478         403.101
     50288.5018055555         0.500000         0.223607        -579.975       -6932.918         405.924
     50288.5019212961         1.200000         0.346410        -504.560       -6938.541         408.699
     50288.5020370372         1.000000         0.316228        -429.086       -6943.345         411.426
     50288.5021527777         1.000000         0.316228        -353.560       -6947.331         414.104
     50288.5022685183         1.100000         0.331662        -277.994       -6950.497         416.733
     50288.5023842594         0.800000         0.282843        -202.394       -6952.844         419.313
     50288.5024999999         1.000000         0.316228        -126.770       -6954.370         421.843
     50288.5026157405         0.500000         0.223607         -51.132       -6955.076         424.324
     50288.5027314816         0.600000         0.244949          24.513       -6954.961         426.754
     50288.5028472221         1.100000         0.331662         100.154       -6954.026         429.133
     50288.5029629632         1.000000         0.316228         175.784       -6952.271         431.462
     50288.5030787038         0.800000         0.282843         251.393       -6949.695         433.740
     50288.5031944443         1.100000         0.331662         326.973       -6946.299         435.966
     50288.5033101854         0.500000         0.223607         402.513       -6942.084         438.141
     50288.5034259260         0.900000         0.300000         478.007       -6937.049         440.264
     50288.5035416665         0.600000         0.244949         553.444       -6931.196         442.335
     50288.5036574076         0.600000         0.244949         628.815       -6924.525         444.354
     50288.5037731482         0.700000         0.264575         704.113       -6917.037         446.320
     50288.5038888888         0.500000         0.223607         779.327       -6908.732         448.233
     50288.5040046298         0.900000         0.300000         854.449       -6899.612         450.093
     50288.5041203704         0.600000         0.244949         929.471       -6889.677         451.900
     50288.5042361110         0.400000         0.200000        1004.382       -6878.929         453.653
     50288.5043518520         1.000000         0.316228        1079.175       -6867.370         455.352
     50288.5044675926         0.900000         0.300000        1153.841       -6854.999         456.998
     50288.5045833332         0.400000         0.200000        1228.370       -6841.819         458.590
     50288.5046990742         0.500000         0.223607        1302.755       -6827.832         460.127
     50288.5048148148         0.700000         0.264575        1376.986       -6813.038         461.610
     50288.5049305554         0.900000         0.300000        1451.054       -6797.440         463.038
     50288.5050462964         1.000000         0.316228        1524.950       -6781.039         464.411
     50288.5051620370         0.500000         0.223607        1598.667       -6763.838         465.730
     50288.5052777776         0.600000         0.244949        1672.195       -6745.837         466.993
     50288.5053935186         0.400000         0.200000        1745.525       -6727.040         468.201
     50288.5055092592         0.700000         0.264575        1818.649       -6707.449         469.353
     50288.5056250002         1.400000         0.374166        1891.559       -6687.066         470.450
     50288.5057407408         0.400000         0.200000        1964.245       -6665.892         471.491
     50288.5058564814         1.000000         0.316228        2036.699       -6643.932         472.476
     50288.5059722224         0.500000         0.223607        2108.912       -6621.186         473.405
     50288.5060879630         0.800000         0.282843        2180.876       -6597.658         474.278
     50288.5062037036         0.900000         0.300000        2252.583       -6573.351         475.095
     50288.5063194446         0.700000         0.264575        2324.023       -6548.268         475.856
     50288.5064351852         0.700000         0.264575        2395.189       -6522.411         476.560
     50288.5065509258         0.400000         0.200000        2466.072       -6495.783         477.208
     50288.5066666668         0.400000         0.200000        2536.663       -6468.388         477.800
     50288.5067824074         0.900000         0.300000        2606.955       -6440.228         478.334
     50288.5068981480         1.000000         0.316228        2676.939       -6411.307         478.812
     50288.5070138890         0.700000         0.264575        2746.606       -6381.629         479.234
     50288.5071296296         1.000000         0.316228        2815.949       -6351.197         479.598
     50288.5072453702         1.000000         0.316228        2884.959       -6320.014         479.906
     50288.5073611112         1.000000         0.316228        2953.628       -6288.084         480.156
     50288.5074768518         1.100000         0.331662        3021.948       -6255.411         480.350
     50288.5075925924         0.800000         0.282843        3089.911       -6221.999         480.487
     50288.5077083334         0.600000         0.244949        3157.508       -6187.851         480.567
     50288.5078240740         0.500000         0.223607        3224.733       -6152.972         480.590
     50288.5079398146         1.300000         0.360555        3291.576       -6117.365         480.556
     50288.5080555556         0.200000         0.141421        3358.030       -6081.036         480.465
     50288.5081712962         0.900000         0.300000        3424.087       -6043.987         480.317
     50288.5082870373         0.800000         0.282843        3489.739       -6006.224         480.112
     50288.5084027778         1.000000         0.316228        3554.979       -5967.751         479.851
     50288.5085185184         0.300000         0.173205        3619.798       -5928.572         479.532
     50288.5086342595         1.100000         0.331662        3684.189       -5888.692         479.156
     50288.5087500000         1.000000         0.316228        3748.145       -5848.116         478.724
     50288.5088657406         0.800000         0.282843        3811.657       -5806.849         478.235
     50288.5089814817         1.500000         0.387298        3874.719       -5764.894         477.689
     50288.5090972222         0.800000         0.282843        3937.322       -5722.258         477.087
     50288.5092129628         0.800000         0.282843        3999.460       -5678.945         476.427
     50288.5093287039         0.500000         0.223607        4061.125       -5634.961         475.712
     50288.5094444444         0.900000         0.300000        4122.309       -5590.310         474.940
     50288.5095601850         1.200000         0.346410        4183.006       -5544.998         474.112
     50288.5096759261         0.900000         0.300000        4243.208       -5499.030         473.227
     50288.5097916666         0.500000         0.223607        4302.908       -5452.412         472.286
     50288.5099074072         1.100000         0.331662        4362.100       -5405.149         471.290
     50288.5100231483         0.500000         0.223607        4420.775       -5357.246         470.237
     50288.5101388888         1.000000         0.316228        4478.927       -5308.710         469.129
     50288.5102546294         0.600000         0.244949        4536.549       -5259.545         467.964
     50288.5103703705         1.200000         0.346410        4593.635       -5209.758         466.745
     50288.5104861110         0.800000         0.282843        4650.177       -5159.355         465.470
     50288.5106018516         0.700000         0.264575        4706.169       -5108.342         464.140
     50288.5107175927         1.100000         0.331662        4761.604       -5056.724         462.754
     50288.5108333332         1.000000         0.316228        4816.476       -5004.508         461.314
     50288.5109490743         0.500000         0.223607        4870.778       -4951.699         459.819
     50288.5110648149         0.100000         0.100000        4924.503       -4898.305         458.270
     50288.5111805554         0.400000         0.200000        4977.646       -4844.331         456.666
     50288.5112962965         0.500000         0.223607        5030.200       -4789.783         455.008
     50288.5114120371         0.900000         0.300000        5082.158       -4734.669         453.296
     50288.5115277776         1.000000         0.316228        5133.515       -4678.995         451.530
     50288.5116435187         0.900000         0.300000        5184.264       -4622.767         449.711
     50288.5117592593         0.100000         0.100000        5234.400       -4565.991         447.838
     50288.5118749999         0.800000         0.282843        5283.916       -4508.675         445.912
     50288.5119907409         1.200000         0.346410        5332.807       -4450.826         443.933
     50288.5121064815         0.800000         0.282843        5381.066       -4392.450         441.902
     50288.5122222221         0.700000         0.264575        5428.689       -4333.553         439.817
     50288.5123379631         0.600000         0.244949        5475.668       -4274.144         437.681
     50288.5124537037         1.000000         0.316228        5522.000       -4214.229         435.493
     50288.5125694443         0.500000         0.223607        5567.678       -4153.815         433.253
     50288.5126851853         1.000000         0.316228        5612.697       -4092.909         430.962
     50288.5128009259         0.700000         0.264575        5657.051       -4031.519         428.619
     50288.5129166665         1.300000         0.360555        5700.736       -3969.651         426.226
     50288.5130324075         1.000000         0.316228        5743.746       -3907.313         423.782
     50288.5131481481         0.800000         0.282843        5786.075       -3844.513         421.288
     50288.5132638887         0.800000         0.282843        5827.720       -3781.257         418.743
     50288.5133796297         0.500000         0.223607        5868.674       -3717.554         416.149
     50288.5134953703         0.900000         0.300000        5908.934       -3653.411         413.506
     50288.5136111113         1.000000         0.316228        5948.494       -3588.835         410.813
     50288.5137268519         0.700000         0.264575        5987.349       -3523.834         408.072
     50288.5138425925         0.600000         0.244949        6025.496       -3458.415         405.282
     50288.5139583335         0.800000         0.282843        6062.929       -3392.588         402.444
     50288.5140740741         1.200000         0.346410        6099.644       -3326.358         399.559
     50288.5141898147         1.100000         0.331662        6135.636       -3259.734         396.626
     50288.5143055557         1.000000         0.316228        6170.902       -3192.725         393.645
     50288.5144212963         0.600000         0.244949        6205.437       -3125.337         390.618
     50288.5145370369         0.800000         0.282843        6239.237       -3057.579         387.545
     50288.5146527779         0.500000         0.223607        6272.298       -2989.459         384.425
     50288.5147685185         1.200000         0.346410        6304.617       -2920.985         381.260
     50288.5148842591         1.300000         0.360555        6336.188       -2852.165         378.050
     50288.5150000001         0.400000         0.200000        6367.009       -2783.008         374.795
     50288.5151157407         1.000000         0.316228        6397.076       -2713.520         371.495
     50288.5152314813         1.000000         0.316228        6426.385       -2643.711         368.151
     50288.5153472223         1.000000         0.316228        6454.933       -2573.589         364.763
     50288.5154629629         0.600000         0.244949        6482.717       -2503.163         361.332
     50288.5155787035         0.600000         0.244949        6509.732       -2432.439         357.859
     50288.5156944445         0.500000         0.223607        6535.976       -2361.428         354.342
     50288.5158101851         0.500000         0.223607        6561.446       -2290.136         350.784
     50288.5159259262         0.800000         0.282843        6586.139       -2218.574         347.183
     50288.5160416667         1.400000         0.374166        6610.052       -2146.749         343.542
     50288.5161574073         0.700000         0.264575        6633.181       -2074.669         339.860
     50288.5162731484         0.500000         0.223607        6655.525       -2002.344         336.137
     50288.5163888889         1.200000         0.346410        6677.080       -1929.781         332.375
     50288.5165046295         1.000000         0.316228        6697.844       -1856.990         328.573
     50288.5166203706         1.100000         0.331662        6717.815       -1783.979         324.732
     50288.5167361111         1.200000         0.346410        6736.989       -1710.756         320.852
     50288.5168518517         0.400000         0.200000        6755.366       -1637.331         316.934
     50288.5169675928         0.900000         0.300000        6772.942       -1563.711         312.979
     50288.5170833333         0.800000         0.282843        6789.716       -1489.907         308.986
     50288.5171990739         1.000000         0.316228        6805.685       -1415.926         304.957
     50288.5173148150         0.800000         0.282843        6820.848       -1341.777         300.891
     50288.5174305555         0.800000         0.282843        6835.203       -1267.469         296.790
     50288.5175462961         1.200000         0.346410        6848.747       -1193.012         292.653
     50288.5176620372         0.600000         0.244949        6861.481       -1118.412         288.482
     50288.5177777777         0.700000         0.264575        6873.401       -1043.681         284.276
     50288.5178935183         0.500000         0.223607        6884.507        -968.825         280.037
     50288.5180092594         0.600000         0.244949        6894.798        -893.855         275.764
     50288.5181249999         0.600000         0.244949        6904.271        -818.779         271.459
     50288.5182407405         0.800000         0.282843        6912.926        -743.606         267.121
     50288.5183564816         0.700000         0.264575        6920.762        -668.345         262.752
     50288.5184722221         1.300000         0.360555        6927.778        -593.004         258.351
     50288.5185879632         0.500000         0.223607        6933.974        -517.594         253.920
     50288.5187037038         1.600000         0.400000        6939.347        -442.122         249.458
     50288.5188194443         1.100000         0.331662        6943.899        -366.597         244.967
     50288.5189351854         0.600000         0.244949        6947.627        -291.029         240.447
     50288.5190509260         0.700000         0.264575        6950.532        -215.427         235.898
     50288.5191666665         0.900000         0.300000        6952.614        -139.799         231.321
     50288.5192824076         0.900000         0.300000        6953.872         -64.155         226.716
     50288.5193981482         1.600000         0.400000        6954.306          11.497         222.085
     50288.5195138888         0.800000         0.282843        6953.916          87.147         217.427
     50288.5196296298         0.700000         0.264575        6952.702         162.788         212.744
     50288.5197453704         0.500000         0.223607        6950.664         238.409         208.035
     50288.5198611110         0.500000         0.223607        6947.802         314.001         203.301
     50288.5199768520         1.000000         0.316228        6944.117         389.557         198.543
     50288.5200925926         0.300000         0.173205        6939.609         465.066         193.762
     50288.5202083332         1.000000         0.316228        6934.279         540.520         188.958
     50288.5203240742         0.800000         0.282843        6928.128         615.910         184.131
     50288.5204398148         0.800000         0.282843        6921.155         691.228         179.282
     50288.5205555554         0.700000         0.264575        6913.363         766.463         174.412
     50288.5206712964         0.700000         0.264575        6904.751         841.607         169.521
     50288.5207870370         2.000000         0.707107        6895.321         916.652         164.610
     50288.5209027776         1.250000         0.559017        6885.074         991.588         159.680
     50288.5210185186         0.900000         0.300000        6874.011        1066.407         154.730
     50288.5211342592         0.700000         0.264575        6862.134        1141.099         149.763
     50288.5212500002         1.100000         0.331662        6849.443        1215.656         144.777
     50288.5213657408         0.900000         0.300000        6835.941        1290.069         139.774
     50288.5214814814         1.000000         0.316228        6821.629        1364.329         134.755
     50288.5215972224         0.800000         0.282843        6806.509        1438.427         129.719
     50288.5217129630         0.800000         0.282843        6790.582        1512.355         124.668
     50288.5218287036         0.500000         0.223607        6773.851        1586.104         119.603
     50288.5219444446         1.200000         0.346410        6756.317        1659.665         114.523
     50288.5220601852         0.800000         0.282843        6737.983        1733.030         109.429
     50288.5221759258         1.300000         0.360555        6718.851        1806.189         104.323
     50288.5222916668         0.800000         0.282843        6698.922        1879.133          99.204
     50288.5224074074         0.300000         0.173205        6678.200        1951.856          94.073
     50288.5225231480         0.400000         0.200000        6656.686        2024.347          88.931
     50288.5226388890         1.000000         0.316228        6634.384        2096.598          83.778
     50288.5227546296         1.400000         0.374166        6611.296        2168.601          78.616
     50288.5228703702         0.600000         0.244949        6587.425        2240.347          73.444
     50288.5229861112         0.600000         0.244949        6562.773        2311.828          68.264
     50288.5231018518         0.900000         0.300000        6537.344        2383.034          63.075
     50288.5232175924         0.900000         0.300000        6511.140        2453.959          57.879
     50288.5233333334         1.300000         0.360555        6484.165        2524.592          52.676
     50288.5234490740         0.900000         0.300000        6456.422        2594.927          47.467
     50288.5235648146         0.700000         0.264575        6427.914        2664.954          42.252
     50288.5236805556         0.700000         0.264575        6398.645        2734.666          37.032
     50288.5237962962         1.300000         0.360555        6368.617        2804.053          31.807
     50288.5239120373         0.900000         0.300000        6337.836        2873.109          26.579
     50288.5240277778         0.500000         0.223607        6306.303        2941.824          21.348
     50288.5241435184         1.100000         0.331662        6274.024        3010.191          16.114
     50288.5242592595         0.800000         0.282843        6241.001        3078.201          10.878
     50288.5243750000         1.000000         0.316228        6207.239        3145.847           5.641
     50288.5244907406         0.500000         0.223607        6172.742        3213.120           0.404
     50288.5246064817         0.700000         0.264575        6137.514        3280.012          -4.834
     50288.5247222222         0.800000         0.282843        6101.559        3346.516         -10.071
     50288.5248379628         1.300000         0.360555        6064.882        3412.624         -15.307
     50288.5249537039         1.000000         0.316228        6027.486        3478.327         -20.541
     50288.5250694444         1.000000         0.316228        5989.376        3543.619         -25.773
     50288.5251851850         0.600000         0.244949        5950.557        3608.490         -31.002
     50288.5253009261         0.600000         0.244949        5911.034        3672.935         -36.227
     50288.5254166666         0.500000         0.223607        5870.810        3736.945         -41.448
     50288.5255324072         0.600000         0.244949        5829.891        3800.512         -46.663
     50288.5256481483         1.000000         0.316228        5788.282        3863.629         -51.874
     50288.5257638888         0.800000         0.282843        5745.987        3926.288         -57.078
     50288.5258796294         0.800000         0.282843        5703.012        3988.483         -62.275
     50288.5259953705         0.300000         0.173205        5659.362        4050.205         -67.465
     50288.5261111110         0.700000         0.264575        5615.042        4111.448         -72.647
     50288.5262268516         0.400000         0.200000        5570.057        4172.204         -77.820
     50288.5263425927         1.200000         0.346410        5524.412        4232.467         -82.984
     50288.5264583332         0.800000         0.282843        5478.113        4292.228         -88.138
     50288.5265740743         0.900000         0.300000        5431.166        4351.480         -93.282
     50288.5266898149         0.700000         0.264575        5383.576        4410.218         -98.414
     50288.5268055554         1.400000         0.374166        5335.349        4468.434        -103.535
     50288.5269212965         1.000000         0.316228        5286.489        4526.121        -108.644
     50288.5270370371         1.000000         0.316228        5237.005        4583.272        -113.740
     50288.5271527776         1.100000         0.331662        5186.900        4639.880        -118.822
     50288.5272685187         0.600000         0.244949        5136.181        4695.939        -123.890
     50288.5273842593         1.400000         0.374166        5084.854        4751.443        -128.944
     50288.5274999999         0.400000         0.200000        5032.926        4806.384        -133.982
     50288.5276157409         1.600000         0.400000        4980.402        4860.756        -139.004
     50288.5277314815         1.100000         0.331662        4927.288        4914.553        -144.010
     50288.5278472221         0.700000         0.264575        4873.591        4967.768        -148.998
     50288.5279629631         1.400000         0.374166        4819.318        5020.395        -153.969
     50288.5280787037         0.800000         0.282843        4764.474        5072.428        -158.922
     50288.5281944443         1.000000         0.316228        4709.066        5123.861        -163.856
     50288.5283101853         0.900000         0.300000        4653.101        5174.688        -168.770
     50288.5284259259         0.700000         0.264575        4596.585        5224.903        -173.665
     50288.5285416665         0.700000         0.264575        4539.526        5274.499        -178.538
     50288.5286574075         0.166667         0.166667        4481.929        5323.471        -183.391
     50288.5293518519         0.700000         0.264575        4125.457        5603.880        -212.030
     50288.5294675925         1.000000         0.316228        4064.296        5648.326        -216.718
     50288.5295833335         0.900000         0.300000        4002.653        5692.104        -221.381
     50288.5296990741         0.900000         0.300000        3940.538        5735.209        -226.017
     50288.5298148147         1.000000         0.316228        3877.956        5777.635        -230.626
     50288.5299305557         1.300000         0.360555        3814.915        5819.378        -235.209
     50288.5300462963         0.800000         0.282843        3751.423        5860.433        -239.763
     50288.5301620369         1.500000         0.387298        3687.488        5900.795        -244.289
     50288.5302777779         0.700000         0.264575        3623.116        5940.459        -248.786
     50288.5303935185         0.900000         0.300000        3558.316        5979.421        -253.253
     50288.5305092591         1.500000         0.387298        3493.096        6017.675        -257.691
     50288.5306250001         1.100000         0.331662        3427.462        6055.218        -262.098
     50288.5307407407         1.000000         0.316228        3361.423        6092.045        -266.473
     50288.5308564813         0.800000         0.282843        3294.987        6128.152        -270.818
     50288.5309722223         0.700000         0.264575        3228.161        6163.534        -275.130
     50288.5310879629         0.300000         0.173205        3160.953        6198.187        -279.409
     50288.5312037035         1.100000         0.331662        3093.372        6232.108        -283.656
     50288.5313194445         0.600000         0.244949        3025.425        6265.292        -287.868
