# Original file        :    
# Ephemeris file       :    
# Number of data points:    9849
# TIMDAYRF             :    1996-Jul-24 00:00:00.00
# TIMDAYRF (JD)        :    2450288.5
#
#         TIME               DATA             ERROR         X Position      Y Position      Z Position   
#          (s)            (Counts/s)       (Counts/s)          (Km)            (Km)            (Km)      
#
     50288.9567824076         1.100000         0.331662       -6828.897       -1429.995        -105.176
     50288.9568981482         0.600000         0.244949       -6813.108       -1503.730        -100.071
     50288.9570138888         0.800000         0.282843       -6796.518       -1577.287         -94.953
     50288.9571296298         0.900000         0.300000       -6779.130       -1650.659         -89.825
     50288.9572453704         1.100000         0.331662       -6760.946       -1723.838         -84.685
     50288.9573611110         0.700000         0.264575       -6741.967       -1796.813         -79.536
     50288.9574768520         1.300000         0.360555       -6722.196       -1869.578         -74.378
     50288.9575925926         1.200000         0.346410       -6701.636       -1942.123         -69.210
     50288.9577083332         1.100000         0.331662       -6680.288       -2014.440         -64.035
     50288.9578240742         1.400000         0.374166       -6658.155       -2086.520         -58.852
     50288.9579398148         0.800000         0.282843       -6635.240       -2158.355         -53.662
     50288.9580555554         0.700000         0.264575       -6611.546       -2229.937         -48.465
     50288.9581712964         0.900000         0.300000       -6587.075       -2301.256         -43.264
     50288.9582870370         0.800000         0.282843       -6561.829       -2372.305         -38.056
     50288.9584027776         0.700000         0.264575       -6535.813       -2443.076         -32.845
     50288.9585185186         0.800000         0.282843       -6509.029       -2513.559         -27.629
     50288.9586342592         0.700000         0.264575       -6481.480       -2583.747         -22.411
     50288.9587500002         1.300000         0.360555       -6453.170       -2653.632         -17.189
     50288.9588657408         0.700000         0.264575       -6424.101       -2723.205         -11.966
     50288.9589814814         0.400000         0.200000       -6394.278       -2792.457          -6.741
     50288.9590972224         0.700000         0.264575       -6363.703       -2861.382          -1.516
     50288.9592129630         0.500000         0.223607       -6332.380       -2929.970           3.710
     50288.9593287036         0.700000         0.264575       -6300.314       -2998.214           8.935
     50288.9594444446         0.900000         0.300000       -6267.507       -3066.106          14.160
     50288.9595601852         0.900000         0.300000       -6233.963       -3133.638          19.382
     50288.9596759258         1.200000         0.346410       -6199.687       -3200.801          24.602
     50288.9597916668         0.900000         0.300000       -6164.683       -3267.588          29.820
     50288.9599074074         0.900000         0.300000       -6128.954       -3333.992          35.034
